Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Family_Size,Income_PerCap,Total_Spent,Prop_Spending_Income_pc,Total_Puchases,Avg_Ticket,Age,Dt_Customer_InDays,Lives_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow
3,72298.0,0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,0,1,72298.0,939,0.0129879111455365,14,67.07,65,589,1,0,0,0,0,1
2,36975.0,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,2,18487.5,33,0.0017849898580121,5,6.6,36,517,1,0,0,1,0,0
2,72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,2,36317.5,981,0.0270117711846905,21,46.71,59,309,0,0,1,0,0,0
3,13624.0,1,0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,3,4541.33,36,0.0079271931350507,7,5.14,38,175,0,0,1,0,0,0
3,84196.0,0,1,56,215,63,507,231,31,190,1,8,4,7,3,0,0,2,42098.0,1237,0.0293838187087272,20,61.85,39,309,1,0,0,1,0,0
3,70971.0,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,1,3,23657.0,1825,0.077144185653295,34,53.68,54,54,0,0,0,0,1,0
5,34487.0,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0,0,3,11495.67,103,0.0089598953345042,9,11.44,37,39,1,1,0,0,0,0
3,28769.0,1,0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,2,14384.5,191,0.0132781813757864,12,15.92,37,142,1,0,0,1,0,0
5,69084.0,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,3,23028.0,1586,0.0688726767413583,25,63.44,44,478,0,0,1,0,0,0
5,65488.0,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,2,32744.0,963,0.0294099682384559,14,68.79,56,684,0,0,0,0,1,0
2,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,3,20822.0,889,0.0426952262030544,26,34.19,44,535,0,0,1,0,0,0
2,32218.0,0,0,27,10,24,15,13,1,30,1,2,1,3,7,0,1,1,32218.0,93,0.0028865851387423,7,13.29,54,566,1,0,0,1,0,0
3,83917.0,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,1,1,83917.0,1587,0.0189115435489829,21,75.57,41,263,1,0,0,1,0,0
3,46102.0,2,1,3,14,0,1,0,0,1,1,1,0,2,7,0,0,4,11525.5,16,0.0013882261073272,4,4.0,52,589,1,1,0,0,0,0
3,84574.0,0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,1,84574.0,1375,0.0162579516163359,32,42.97,62,310,1,0,0,1,0,0
3,56181.0,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,3,18727.0,393,0.0209857425108132,14,28.07,52,163,0,0,1,0,0,0
4,63120.0,0,1,53,965,69,279,54,41,69,5,8,4,9,7,0,1,2,31560.0,1477,0.0467997465145754,26,56.81,64,61,1,1,0,0,0,0
3,73691.0,0,1,58,707,21,250,85,43,73,2,6,2,8,2,0,0,3,24563.67,1179,0.047997713696691,18,65.5,43,465,0,0,1,0,0,0
3,63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,3,21127.0,1005,0.0475694608794433,26,38.65,54,68,0,0,0,0,1,0
5,76140.0,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,2,38070.0,1348,0.0354084581034935,21,64.19,66,653,0,0,0,0,1,0
5,62859.0,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,2,31429.5,1307,0.0415851349846481,23,56.83,55,154,1,1,0,0,0,0
3,45906.0,0,1,20,305,3,27,4,3,144,2,5,4,4,5,0,0,2,22953.0,486,0.0211737027839498,15,32.4,50,282,1,0,0,1,0,0
4,77632.0,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,2,38816.0,2252,0.0580173124484748,13,173.23,67,224,0,0,0,0,1,0
5,46463.0,1,1,56,163,2,40,8,11,11,7,3,1,6,6,0,0,4,11615.75,235,0.02023115166907,17,13.82,43,385,0,0,1,0,0,0
3,105471.0,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,0,1,2,52735.5,1724,0.0326914507305325,30,57.47,44,176,0,0,0,0,1,0
4,55282.0,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,2,27641.0,235,0.0085018631742701,11,21.36,44,502,1,1,0,0,0,0
4,78710.0,0,1,42,721,0,152,119,50,50,3,7,6,12,4,0,0,3,26236.67,1092,0.041621135609054,28,39.0,37,663,0,0,1,0,0,0
3,66886.0,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,3,22295.33,599,0.0268666128736376,17,35.24,56,414,0,0,0,0,1,0
4,98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,0,1,98777.0,2008,0.0203286190104983,19,105.68,54,568,1,0,0,1,0,0
3,29103.0,1,0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,3,9701.0,48,0.0049479435109782,6,8.0,29,29,0,0,0,0,1,0
3,67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,3,22481.67,1174,0.0522203199317488,32,36.69,40,14,0,0,1,0,0,0
5,50616.0,0,1,71,30,2,25,0,1,9,1,1,1,4,2,0,0,3,16872.0,67,0.0039710763394973,7,9.57,64,623,0,0,0,0,1,0
3,49431.0,0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,0,2,24715.5,365,0.0147680605288179,15,24.33,59,5,1,1,0,0,0,0
3,153924.0,0,0,81,1,1,1,1,1,1,0,0,0,0,0,0,0,1,153924.0,6,3.898027598035394e-05,0,-1.0,39,558,1,1,0,0,0,0
3,61278.0,0,1,87,111,3,28,2,6,15,2,3,1,4,6,0,0,3,20426.0,165,0.0080779398805444,10,16.5,61,524,0,0,0,0,1,0
2,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,2,13245.0,210,0.015855039637599,11,19.09,56,55,0,0,0,0,1,0
5,73059.0,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,3,24353.0,1095,0.0449636595080688,26,42.12,67,398,0,0,0,0,1,0
5,46734.0,1,2,86,100,1,39,6,1,76,4,3,2,3,6,0,0,4,11683.5,223,0.0190867462661017,12,18.58,48,449,1,0,0,1,0,0
3,56253.0,0,1,83,509,0,65,7,11,5,4,7,2,9,6,0,0,3,18751.0,597,0.0318383019572289,22,27.14,51,131,0,0,0,0,1,0
3,19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,3,6662.0,22,0.0033023116181326,4,5.5,29,473,0,0,1,0,0,0
3,58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,2,29165.0,1064,0.0364820846905537,24,44.33,39,514,1,0,0,0,0,1
1,25965.0,0,0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,2,12982.5,74,0.0056999807433083,6,12.33,34,40,0,0,1,0,0,0
4,14661.0,0,0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,2,7330.5,26,0.0035468249096241,5,5.2,58,156,0,0,0,0,1,0
3,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,2,9345.0,60,0.0064205457463884,5,12.0,55,152,0,0,1,0,0,0
5,45068.0,0,1,25,14,0,3,0,0,3,1,1,0,2,7,0,0,3,15022.67,20,0.0013313212631309,4,5.0,40,291,0,0,0,0,1,0
1,21063.0,1,0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,2,10531.5,59,0.0056022408963585,7,8.43,27,423,1,0,0,1,0,0
5,29187.0,1,0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,3,9729.0,34,0.0034947065474355,5,6.8,46,284,0,0,1,0,0,0
2,54690.0,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,4,13672.5,198,0.0144816236972024,12,16.5,43,466,0,0,1,0,0,0
5,59304.0,0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,0,3,19768.0,1048,0.0530149736948603,28,37.43,50,365,0,0,1,0,0,0
4,59247.0,0,2,87,327,9,122,19,14,83,5,5,2,9,6,0,0,3,19749.0,574,0.0290647627727986,21,27.33,52,467,1,0,0,1,0,0
3,66731.0,0,1,33,371,159,194,58,106,141,4,4,3,6,3,0,0,2,33365.5,1029,0.0308402391692017,17,60.53,44,45,1,0,0,0,0,1
3,77353.0,0,1,38,275,59,107,69,101,59,2,6,4,8,4,0,0,3,25784.33,670,0.0259847744734883,20,33.5,34,505,0,0,1,0,0,0
5,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,2,26307.0,990,0.0376325692781389,16,61.88,39,125,1,0,0,1,0,0
3,26751.0,2,0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,4,6687.75,11,0.0016447983252962,4,2.75,40,662,0,0,1,0,0,0
5,81300.0,0,1,17,1004,12,145,32,12,36,3,10,3,5,5,0,1,3,27100.0,1241,0.0457933579335793,21,59.1,51,93,0,0,1,0,0,0
3,70337.0,0,0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,1,70337.0,576,0.0081891465373843,17,33.88,35,522,1,0,0,1,0,0
2,36145.0,1,0,13,56,4,76,17,1,18,4,4,1,3,9,0,1,3,12048.33,172,0.014275837398212,12,14.33,29,322,0,0,1,0,0,0
5,65295.0,0,0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,1,65295.0,664,0.010169231947316,20,33.2,34,512,1,0,0,1,0,0
3,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,2,34059.0,928,0.0272468363721776,23,40.35,51,446,1,1,0,0,0,0
3,68743.0,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,1,68743.0,2074,0.0301703446169064,30,69.13,47,32,1,1,0,0,0,0
2,41039.0,0,0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,2,20519.5,467,0.0227588391530008,15,31.13,32,361,0,0,0,0,1,0
3,38946.0,0,1,84,116,6,82,6,6,41,2,3,1,6,5,0,0,3,12982.0,257,0.0197966415036204,12,21.42,59,452,0,0,0,0,1,0
3,65777.0,0,0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,2,32888.5,1146,0.0348450066132538,17,67.41,47,508,0,0,0,0,1,0
5,66476.0,0,1,99,372,18,126,47,48,78,2,5,2,11,4,0,0,2,33238.0,689,0.0207292857572657,20,34.45,38,221,1,1,0,0,0,0
5,86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,1,1,86857.0,2114,0.0243388558204865,22,96.09,42,45,1,0,0,1,0,0
5,160803.0,0,0,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,2,80401.5,1717,0.0213553229728301,44,39.02,32,6,0,0,1,0,0,0
5,77845.0,0,0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,2,38922.5,1346,0.0345815402402209,21,64.1,25,656,0,0,0,0,1,0
5,69476.0,0,0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,2,34738.0,1044,0.0300535436697564,15,69.6,45,428,0,0,0,0,1,0
5,50611.0,0,1,98,459,0,24,6,0,4,6,4,5,7,6,0,1,2,25305.5,493,0.0194819308055561,22,22.41,54,67,1,1,0,0,0,0
3,61209.0,0,0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,1,61209.0,957,0.0156349556437778,13,73.62,44,392,1,0,0,1,0,0
4,42315.0,0,1,90,67,15,80,17,11,80,3,1,4,4,3,0,0,3,14105.0,270,0.0191421481744062,12,22.5,56,348,0,0,0,0,1,0
1,13084.0,0,0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,2,6542.0,29,0.0044328951391011,5,5.8,62,461,0,0,0,0,1,0
4,47570.0,1,1,3,67,1,20,0,2,31,3,2,2,2,7,0,1,3,15856.67,121,0.0076308581814466,9,13.44,65,304,1,0,0,0,0,1
4,61923.0,0,2,94,92,4,18,3,3,6,1,2,1,4,3,0,0,4,15480.75,126,0.0081391405455162,8,15.75,53,362,0,0,1,0,0,0
3,34824.0,0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,1,34824.0,23,0.0006604640477831,4,5.75,19,605,1,0,0,1,0,0
5,26518.0,1,1,33,20,1,28,3,3,2,3,2,0,3,8,0,1,3,8839.33,57,0.0064484525410862,8,7.12,65,253,1,0,0,1,0,0
3,45938.0,0,0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,1,45938.0,636,0.0138447472680569,20,31.8,53,462,1,0,0,1,0,0
3,78468.0,0,0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,2,39234.0,1004,0.0255900494469082,28,35.86,54,619,0,0,0,0,1,0
3,78901.0,0,1,99,321,11,309,33,26,34,3,9,3,5,4,0,0,2,39450.5,734,0.0186055943524163,20,36.7,41,415,1,1,0,0,0,0
3,71427.0,2,0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,4,17856.75,614,0.0343847564646422,20,30.7,36,591,0,0,1,0,0,0
3,71022.0,0,1,30,909,12,278,0,12,242,3,5,2,11,8,0,0,2,35511.0,1453,0.0409168989890456,21,69.19,36,562,1,1,0,0,0,0
4,90247.0,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,90247.0,1621,0.0179618159052378,15,108.07,26,639,1,0,0,1,0,0
4,41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,2,20667.5,187,0.009048022257167,12,15.58,46,515,1,1,0,0,0,0
3,71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,0,0,3,23984.0,1443,0.0601651100733822,22,65.59,28,165,0,0,1,0,0,0
5,35682.0,1,0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,2,17841.0,57,0.0031948881789137,6,9.5,44,698,1,1,0,0,0,0
3,43185.0,0,1,88,537,6,42,16,6,30,2,9,3,6,8,0,0,2,21592.5,637,0.0295009841380108,20,31.85,63,255,1,1,0,0,0,0
5,66375.0,0,1,96,712,0,45,0,0,191,3,2,4,5,7,0,0,3,22125.0,948,0.0428474576271186,14,67.71,66,480,0,0,0,0,1,0
4,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,0,1,3,11726.0,59,0.0050315538120416,5,11.8,43,165,0,0,1,0,0,0
3,25252.0,1,0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,3,8417.33,18,0.0021384453264871,4,4.5,28,348,0,0,1,0,0,0
4,55250.0,0,1,49,664,58,83,32,0,66,4,7,5,10,5,0,0,2,27625.0,903,0.0326877828054298,26,34.73,49,84,1,0,0,1,0,0
3,33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,2,16624.5,112,0.0067370447231495,8,14.0,39,206,1,0,0,1,0,0
3,58398.0,0,0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,2,29199.0,596,0.0204116579334908,20,29.8,61,289,0,0,0,0,1,0
3,50272.0,1,0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,3,16757.33,233,0.0139043630459028,13,17.92,32,374,0,0,0,0,1,0
5,76618.0,0,0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,2,38309.0,1511,0.0394424286721136,11,137.36,39,131,0,0,1,0,0,0
2,87305.0,0,0,19,345,25,501,63,138,80,1,5,3,8,2,0,1,1,87305.0,1152,0.0131951205543783,17,67.76,54,56,1,1,0,0,0,0
3,25851.0,1,0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,3,8617.0,48,0.0055703841244052,7,6.86,36,197,0,0,0,0,1,0
3,58710.0,0,1,77,440,81,368,0,122,174,6,11,5,9,6,0,0,2,29355.0,1185,0.0403679100664282,31,38.23,44,245,1,1,0,0,0,0
3,45160.0,1,1,9,8,2,5,3,0,3,1,1,0,2,7,0,0,3,15053.33,21,0.0013950401671922,4,5.25,56,608,1,0,0,1,0,0
4,74806.0,0,1,1,670,9,249,0,28,9,2,5,4,5,4,0,0,3,24935.33,965,0.0387001094431074,16,60.31,49,143,0,0,1,0,0,0
3,59111.0,0,0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,2,29555.5,869,0.0294023109065994,21,41.38,60,277,0,0,1,0,0,0
5,18988.0,1,0,43,6,0,6,2,1,1,2,1,0,3,7,0,0,3,6329.33,16,0.0025279136970263,6,2.67,30,663,0,0,1,0,0,0
3,72190.0,0,0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,2,36095.0,1947,0.053940989056656,16,121.69,49,199,0,0,1,0,0,0
3,7500.0,1,0,19,7,0,12,13,7,32,5,4,1,2,9,0,1,3,2500.0,71,0.0284,12,5.92,38,3,0,0,1,0,0,0
3,44794.0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,3,14931.33,65,0.0043532625693759,6,10.83,48,679,0,0,1,0,0,0
3,80395.0,0,0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,2,40197.5,1380,0.0343304931898749,24,57.5,59,482,0,0,1,0,0,0
4,75012.0,0,0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,1,75012.0,1027,0.0136911427504932,23,44.65,38,545,1,1,0,0,0,0
4,56962.0,2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,5,11392.4,411,0.0360766827007478,21,19.57,49,439,0,0,1,0,0,0
3,89891.0,0,0,17,412,22,132,59,28,183,1,11,6,8,4,0,0,2,44945.5,836,0.0186003048136075,26,32.15,23,260,0,0,0,0,1,0
5,35946.0,1,1,24,8,0,3,0,0,0,1,0,0,3,5,0,0,3,11982.0,11,0.000918043732265,4,2.75,65,425,1,1,0,0,0,0
5,53593.0,1,1,60,349,4,78,6,0,43,8,7,2,6,8,0,0,4,13398.25,480,0.0358255742354411,23,20.87,61,9,0,0,0,0,1,0
3,66373.0,1,1,57,328,9,124,12,24,109,7,4,2,10,3,0,0,4,16593.25,606,0.0365208744519608,23,26.35,36,318,0,0,1,0,0,0
5,45072.0,1,2,74,144,2,99,7,2,30,5,6,1,4,8,0,0,4,11268.0,284,0.025204117855875,16,17.75,66,444,1,1,0,0,0,0
3,89694.0,1,1,22,1126,28,211,37,28,42,3,4,3,4,5,0,0,3,29898.0,1472,0.0492340624790955,14,105.14,41,437,1,1,0,0,0,0
3,72025.0,0,0,46,967,0,617,43,50,0,1,4,8,13,2,0,1,2,36012.5,1677,0.0465671641791044,26,64.5,65,639,0,0,1,0,0,0
3,67432.0,0,1,69,432,79,341,177,136,170,2,8,5,4,4,0,0,3,22477.33,1335,0.0593931752570256,19,70.26,41,243,0,0,1,0,0,0
4,70545.0,0,1,29,138,39,63,55,18,21,1,4,1,7,2,0,0,3,23515.0,334,0.0142036997661067,13,25.69,62,674,0,0,0,0,1,0
1,17487.0,1,0,37,0,0,1,7,4,6,1,1,0,2,7,0,0,3,5829.0,18,0.0030880082346886,4,4.5,25,232,0,0,1,0,0,0
3,62882.0,0,1,26,509,133,497,78,24,97,2,7,5,6,4,0,0,3,20960.67,1338,0.0638338373725649,20,66.9,45,11,0,0,0,0,1,0
5,64108.0,0,1,8,948,10,86,13,21,21,4,6,9,11,5,0,0,2,32054.0,1099,0.0342858925563112,30,36.63,61,237,1,0,0,1,0,0
4,34941.0,1,1,26,39,2,25,4,3,24,2,3,0,3,8,0,0,4,8735.25,97,0.011104433187373,8,12.12,58,220,0,0,0,0,1,0
5,48767.0,1,2,79,28,1,21,3,0,10,3,2,1,3,5,0,0,4,12191.75,63,0.0051674287940615,9,7.0,64,521,1,0,0,1,0,0
2,38702.0,1,0,71,13,11,24,13,8,40,2,3,0,4,6,0,0,3,12900.67,109,0.0084491735700548,9,12.11,36,368,0,0,0,0,1,0
3,82224.0,0,0,83,307,26,360,138,31,40,1,6,9,5,3,0,0,2,41112.0,902,0.0219400661607316,21,42.95,50,545,0,0,1,0,0,0
3,83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,2,41922.0,1574,0.0375459186107533,20,78.7,62,287,0,0,0,0,1,0
2,17003.0,1,0,37,2,5,12,4,8,7,3,2,0,4,5,0,0,3,5667.67,38,0.006704695227492,9,4.22,39,498,0,0,1,0,0,0
3,71163.0,0,0,30,283,17,372,138,106,44,1,3,8,12,1,0,0,1,71163.0,960,0.0134901564015007,24,40.0,19,588,1,0,0,1,0,0
3,33697.0,1,0,34,4,3,7,0,3,11,1,1,0,2,7,0,0,2,16848.5,28,0.0016618690091106,4,7.0,44,413,1,0,0,1,0,0
2,63564.0,0,0,0,769,80,252,15,34,65,1,10,10,7,6,0,1,2,31782.0,1215,0.0382291863318859,28,43.39,60,549,0,0,1,0,0,0
5,83443.0,0,0,89,518,42,742,55,56,84,1,6,10,5,2,0,0,2,41721.5,1497,0.0358807808923456,22,68.05,42,520,0,0,0,0,1,0
5,51518.0,0,1,92,350,8,66,17,4,4,2,3,2,10,3,0,0,3,17172.67,449,0.0261461962525338,17,26.41,56,431,0,0,0,0,1,0
3,58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,2,29165.0,1064,0.0364820846905537,24,44.33,39,514,1,0,0,0,0,1
3,80952.0,0,0,20,778,178,689,41,27,44,1,8,5,11,8,0,1,2,40476.0,1757,0.0434084395691273,25,70.28,45,214,0,0,1,0,0,0
3,75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,2,37753.5,1440,0.0381421590051253,21,68.57,35,642,0,0,0,0,1,0
2,63855.0,0,0,28,359,35,314,93,116,89,1,7,3,13,4,0,0,2,31927.5,1006,0.0315088873228408,24,41.92,36,195,0,0,0,0,1,0
5,62220.0,0,1,55,799,12,375,16,12,12,5,7,6,5,6,0,1,3,20740.0,1226,0.059112825458052,23,53.3,42,13,0,0,0,0,1,0
3,58512.0,0,1,25,895,10,101,13,0,152,5,3,4,8,8,0,0,3,19504.0,1171,0.0600389663658736,20,58.55,50,417,0,0,1,0,0,0
4,40662.0,1,0,0,40,2,23,0,4,23,2,2,1,3,4,0,0,3,13554.0,92,0.006787664158182,8,11.5,35,229,0,0,1,0,0,0
5,38829.0,0,1,86,76,0,7,0,0,16,1,3,2,2,5,0,0,3,12943.0,99,0.0076489221973267,8,12.38,55,616,0,0,1,0,0,0
2,35523.0,1,0,8,11,5,22,12,5,11,2,3,0,3,7,0,0,3,11841.0,66,0.0055738535596655,8,8.25,33,431,0,0,1,0,0,0
3,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,3,26382.0,564,0.0213782124175574,19,29.68,47,634,1,0,0,1,0,0
4,78285.0,0,0,13,647,107,391,175,67,40,1,6,4,10,3,0,0,2,39142.5,1427,0.036456537012199,21,67.95,26,456,0,0,1,0,0,0
5,31626.0,1,0,12,39,1,9,2,1,34,1,2,1,2,7,0,1,2,15813.0,86,0.0054385632074875,6,14.33,36,285,1,0,0,1,0,0
3,75127.0,0,0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,1,75127.0,833,0.0110878911709505,19,43.84,62,662,1,0,0,1,0,0
3,48726.0,0,1,90,138,3,38,4,0,59,3,3,2,4,6,0,0,3,16242.0,242,0.0148996429011205,12,20.17,59,272,0,0,1,0,0,0
3,74985.0,0,0,8,587,51,898,247,0,86,1,3,6,7,2,0,0,2,37492.5,1869,0.0498499699939988,17,109.94,37,44,0,0,1,0,0,0
3,67430.0,0,0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,2,33715.0,1364,0.0404567699836867,29,47.03,27,38,0,0,0,0,1,0
2,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,3,15630.33,183,0.011708006164937,8,22.88,49,399,0,0,1,0,0,0
4,62058.0,0,1,52,301,7,74,10,0,58,4,6,1,7,6,0,0,3,20686.0,450,0.0217538431789616,18,25.0,58,301,0,0,1,0,0,0
3,72063.0,0,1,3,180,32,348,76,32,90,2,5,2,12,2,0,0,3,24021.0,758,0.0315557220765163,21,36.1,35,339,0,0,1,0,0,0
5,78939.0,0,0,57,794,115,243,150,0,205,1,8,5,6,3,0,0,2,39469.5,1507,0.0381813805596726,20,75.35,63,501,0,0,1,0,0,0
3,42720.0,1,1,9,392,5,91,28,26,112,8,7,3,7,8,0,1,3,14240.0,654,0.0459269662921348,25,26.16,49,269,1,0,0,1,0,0
3,33622.0,1,1,22,39,1,22,3,4,12,3,2,0,4,7,0,0,4,8405.5,81,0.0096365474986615,9,9.0,42,258,0,0,1,0,0,0
5,6835.0,0,1,76,107,2,12,2,2,12,0,0,0,1,20,0,0,3,2278.33,137,0.060131763177415,1,137.0,57,132,0,0,0,0,1,0
3,41452.0,1,1,86,13,0,3,0,0,0,1,1,0,2,7,0,0,4,10363.0,16,0.0015439544533436,4,4.0,61,220,0,0,0,0,1,0
5,40760.0,0,1,64,70,0,17,0,0,6,2,2,1,3,6,0,0,2,20380.0,93,0.0045632973503434,8,11.62,49,397,1,0,0,1,0,0
5,74250.0,0,0,90,680,11,392,75,0,0,1,2,11,4,1,0,0,2,37125.0,1158,0.0311919191919191,18,64.33,56,546,0,0,0,0,1,0
4,51124.0,1,1,79,26,1,11,0,1,4,2,1,0,3,3,0,0,3,17041.33,43,0.0025232772324695,6,7.17,59,507,1,0,0,1,0,0
3,72258.0,0,1,28,522,0,522,227,120,134,2,6,9,5,2,0,0,2,36129.0,1525,0.0422098591159456,22,69.32,43,410,1,0,0,1,0,0
5,71466.0,0,0,86,412,12,546,78,182,0,1,4,4,10,1,0,0,1,71466.0,1230,0.0172109814457224,19,64.74,40,615,1,0,0,1,0,0
3,36283.0,1,1,42,6,5,5,8,0,5,2,1,0,3,4,0,0,4,9070.75,29,0.0031970895460684,6,4.83,38,624,0,0,0,0,1,0
3,20587.0,1,0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,2,10293.5,25,0.0024287171516005,5,5.0,44,651,1,0,0,1,0,0
3,30467.0,1,0,8,1,3,8,2,5,5,1,1,0,2,7,0,0,3,10155.67,24,0.0023632118806538,4,6.0,42,598,0,0,1,0,0,0
3,31590.0,1,0,40,6,2,15,6,6,3,1,1,0,3,8,0,0,3,10530.0,38,0.0036087369420702,5,7.6,42,324,0,0,0,0,1,0
1,20425.0,1,0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,3,6808.33,57,0.0083720971222017,7,8.14,28,92,0,0,1,0,0,0
4,17144.0,1,1,96,18,2,19,0,2,6,5,3,0,4,7,0,0,4,4286.0,47,0.010965935604293,12,3.92,54,566,0,0,0,0,1,0
5,42564.0,0,1,28,324,48,186,39,18,198,6,6,8,4,7,0,1,2,21282.0,813,0.0382012968705948,24,33.88,46,157,1,1,0,0,0,0
4,43783.0,1,0,22,327,9,125,25,4,139,6,7,1,8,7,0,0,3,14594.33,629,0.0430989295157777,22,28.59,36,669,0,0,1,0,0,0
3,40780.0,0,1,30,229,27,71,13,3,34,4,7,1,5,9,0,0,2,20390.0,377,0.0184894556154977,17,22.18,38,41,1,1,0,0,0,0
4,62847.0,0,0,45,521,168,706,80,76,61,1,3,6,4,2,0,0,2,31423.5,1612,0.051299186914252,14,115.14,69,170,0,0,0,0,1,0
5,82017.0,0,0,58,184,23,446,30,23,23,1,5,4,7,2,0,1,2,41008.5,729,0.0177768023702403,17,42.88,57,101,0,0,1,0,0,0
3,16813.0,0,0,49,4,8,11,12,2,13,1,2,0,3,7,0,0,1,16813.0,50,0.0029738892523642,6,8.33,64,355,1,0,0,1,0,0
3,51267.0,1,1,37,183,2,64,7,2,12,4,3,3,5,4,0,0,4,12816.75,270,0.0210661829246883,15,18.0,36,457,0,0,1,0,0,0
3,46524.0,0,1,70,31,19,35,26,14,52,2,1,1,5,3,0,0,2,23262.0,177,0.0076089760123807,9,19.67,53,250,1,0,0,1,0,0
